"LOCATION"	"Country"	"VARIABLE"	"Variable"	"FREQUENCY"	"Frequency"	"TIME"	"Time"	"Unit Code"	"Unit"	"PowerCode Code"	"PowerCode"	"Reference Period Code"	"Reference Period"	"Value"	"Flag Codes"	"Flags"
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2003"	"2003"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.733859730608453		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2004"	"2004"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.751045053413841		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2005"	"2005"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.771017185322805		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2006"	"2006"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.79842080817464		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2007"	"2007"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.817231769623781		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2008"	"2008"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.85276358569438		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2009"	"2009"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.867858801672086		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2010"	"2010"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.892707849512308		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2011"	"2011"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.92243381328379		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2012"	"2012"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.93822573153739		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2013"	"2013"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.961216906641895		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2014"	"2014"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.985369252206224		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2015"	"2015"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2016"	"2016"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.01277287505806		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2017"	"2017"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.03274500696702		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2018"	"2018"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.05303588664512		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2019"	"2019"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.07541227144904		
"AUS"	"Australia"	"CPI"	"Consumer price index"	"A"	"Annual"	"2020"	"2020"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.10145963326865		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2003"	"2003"	"PC"	"Percentage"	"0"	"Units"			5.36677549766667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2004"	"2004"	"PC"	"Percentage"	"0"	"Units"			5.5907745075		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2005"	"2005"	"PC"	"Percentage"	"0"	"Units"			5.33997311391667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2006"	"2006"	"PC"	"Percentage"	"0"	"Units"			5.58787224425		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2007"	"2007"	"PC"	"Percentage"	"0"	"Units"			5.99452083733333		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2008"	"2008"	"PC"	"Percentage"	"0"	"Units"			5.81794393966667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2009"	"2009"	"PC"	"Percentage"	"0"	"Units"			5.03951184208333		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2010"	"2010"	"PC"	"Percentage"	"0"	"Units"			5.36604166666667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2011"	"2011"	"PC"	"Percentage"	"0"	"Units"			4.87958333333333		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2012"	"2012"	"PC"	"Percentage"	"0"	"Units"			3.37916666666667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2013"	"2013"	"PC"	"Percentage"	"0"	"Units"			3.69729166666667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2014"	"2014"	"PC"	"Percentage"	"0"	"Units"			3.65666666666667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2015"	"2015"	"PC"	"Percentage"	"0"	"Units"			2.71083333333333		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2016"	"2016"	"PC"	"Percentage"	"0"	"Units"			2.33666666666667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2017"	"2017"	"PC"	"Percentage"	"0"	"Units"			2.63916666666667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2018"	"2018"	"PC"	"Percentage"	"0"	"Units"			2.72166666666667		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2019"	"2019"	"PC"	"Percentage"	"0"	"Units"			2.86333333333333		
"AUS"	"Australia"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"			3.08		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2003"	"2003"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.953143244820164		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2004"	"2004"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.975038291308276		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2005"	"2005"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.971453836848037		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2006"	"2006"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.974482833969719		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2007"	"2007"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.98697681611802		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2008"	"2008"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.983975274271682		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2009"	"2009"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.995498745563649		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2010"	"2010"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2011"	"2011"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.00893124117683		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2012"	"2012"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.03558510866638		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2013"	"2013"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.04830422041705		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2014"	"2014"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.06659662148325		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2015"	"2015"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.07208842168903		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2016"	"2016"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.08126785355718		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2017"	"2017"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.0806704869904		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2018"	"2018"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.08518751890812		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2019"	"2019"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.0928951088199		
"AUS"	"Australia"	"PDTY"	"Labour productivity, total economy"	"A"	"Annual"	"2020"	"2020"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.09910747862951		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2003"	"2003"	"PC"	"Percentage"	"0"	"Units"			-5.39394473888634		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2004"	"2004"	"PC"	"Percentage"	"0"	"Units"			-6.37305577349825		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2005"	"2005"	"PC"	"Percentage"	"0"	"Units"			-5.95072485180935		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2006"	"2006"	"PC"	"Percentage"	"0"	"Units"			-5.86460159318347		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2007"	"2007"	"PC"	"Percentage"	"0"	"Units"			-6.75492913865316		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2008"	"2008"	"PC"	"Percentage"	"0"	"Units"			-4.68713389367281		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2009"	"2009"	"PC"	"Percentage"	"0"	"Units"			-4.75154083969314		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2010"	"2010"	"PC"	"Percentage"	"0"	"Units"			-3.63429114015218		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2011"	"2011"	"PC"	"Percentage"	"0"	"Units"			-3.06000350845818		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2012"	"2012"	"PC"	"Percentage"	"0"	"Units"			-4.29687138534429		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2013"	"2013"	"PC"	"Percentage"	"0"	"Units"			-3.38503188599106		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2014"	"2014"	"PC"	"Percentage"	"0"	"Units"			-3.11750465584016		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2015"	"2015"	"PC"	"Percentage"	"0"	"Units"			-4.68653758930104		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2016"	"2016"	"PC"	"Percentage"	"0"	"Units"			-3.25417662641225		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2017"	"2017"	"PC"	"Percentage"	"0"	"Units"			-2.62439791769157		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2018"	"2018"	"PC"	"Percentage"	"0"	"Units"			-2.87230928457572		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2019"	"2019"	"PC"	"Percentage"	"0"	"Units"			-3.29144142211091		
"AUS"	"Australia"	"CBGDPR"	"Current account balance as a percentage of GDP"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"			-3.40466185411271		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2003"	"2003"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.714070785695861		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2004"	"2004"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.738582486555318		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2005"	"2005"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.773624454148471		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2006"	"2006"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.811749660511762		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2007"	"2007"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.847635117139409		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2008"	"2008"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.902508090910887		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2009"	"2009"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.904913560720819		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2010"	"2010"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.953799522917284		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2011"	"2011"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.00024578898606		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2012"	"2012"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	0.993913426789987		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2013"	"2013"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.00603652376435		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2014"	"2014"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.00992681022175		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2015"	"2015"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.00149783974827		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2016"	"2016"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.01386195974745		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2017"	"2017"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.04871947636459		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2018"	"2018"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.0647140091053		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2019"	"2019"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.07650170951922		
"AUS"	"Australia"	"PGDP"	"Gross domestic product, market prices, deflator"	"A"	"Annual"	"2020"	"2020"	"IDX"	"Index"	"0"	"Units"	"2014_15"	"2014-15"	1.09195704698751		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2003"	"2003"	"PC"	"Percentage"	"0"	"Units"			5.92869790539199		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2004"	"2004"	"PC"	"Percentage"	"0"	"Units"			5.39472577382595		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2005"	"2005"	"PC"	"Percentage"	"0"	"Units"			5.03248019704152		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2006"	"2006"	"PC"	"Percentage"	"0"	"Units"			4.78229229086999		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2007"	"2007"	"PC"	"Percentage"	"0"	"Units"			4.37695416378444		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2008"	"2008"	"PC"	"Percentage"	"0"	"Units"			4.23415838568053		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2009"	"2009"	"PC"	"Percentage"	"0"	"Units"			5.56066622330353		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2010"	"2010"	"PC"	"Percentage"	"0"	"Units"			5.21132624373221		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2011"	"2011"	"PC"	"Percentage"	"0"	"Units"			5.08123865497928		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2012"	"2012"	"PC"	"Percentage"	"0"	"Units"			5.22452875693175		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2013"	"2013"	"PC"	"Percentage"	"0"	"Units"			5.66307645289052		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2014"	"2014"	"PC"	"Percentage"	"0"	"Units"			6.07833210274478		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2015"	"2015"	"PC"	"Percentage"	"0"	"Units"			6.05571106707997		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2016"	"2016"	"PC"	"Percentage"	"0"	"Units"			5.71080431304505		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2017"	"2017"	"PC"	"Percentage"	"0"	"Units"			5.59381521541927		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2018"	"2018"	"PC"	"Percentage"	"0"	"Units"			5.35857230851002		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2019"	"2019"	"PC"	"Percentage"	"0"	"Units"			5.2770616339368		
"AUS"	"Australia"	"UNR"	"Unemployment rate"	"A"	"Annual"	"2020"	"2020"	"PC"	"Percentage"	"0"	"Units"			5.13524857703572		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2003"	"2003"	"RATIO"	"Ratio"	"0"	"Units"			0.999474619606624		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2004"	"2004"	"RATIO"	"Ratio"	"0"	"Units"			0.991573965909819		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2005"	"2005"	"RATIO"	"Ratio"	"0"	"Units"			0.993453858633691		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2006"	"2006"	"RATIO"	"Ratio"	"0"	"Units"			0.996970220193818		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2007"	"2007"	"RATIO"	"Ratio"	"0"	"Units"			0.985691799888246		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2008"	"2008"	"RATIO"	"Ratio"	"0"	"Units"			0.991343229488858		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2009"	"2009"	"RATIO"	"Ratio"	"0"	"Units"			0.999497056195225		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2010"	"2010"	"RATIO"	"Ratio"	"0"	"Units"			1.00406754251325		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2011"	"2011"	"RATIO"	"Ratio"	"0"	"Units"			1.00904421370638		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2012"	"2012"	"RATIO"	"Ratio"	"0"	"Units"			1.00249356916955		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2013"	"2013"	"RATIO"	"Ratio"	"0"	"Units"			1.00999248209423		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2014"	"2014"	"RATIO"	"Ratio"	"0"	"Units"			1.01223591096115		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2015"	"2015"	"RATIO"	"Ratio"	"0"	"Units"			1.01357470003143		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2016"	"2016"	"RATIO"	"Ratio"	"0"	"Units"			1.01337560747767		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2017"	"2017"	"RATIO"	"Ratio"	"0"	"Units"			1.0146379964914		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2018"	"2018"	"RATIO"	"Ratio"	"0"	"Units"			1.00771852164935		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2019"	"2019"	"RATIO"	"Ratio"	"0"	"Units"			1.00217202908648		
"AUS"	"Australia"	"IFU3"	"Ratio of potential to actual real GDP of the total economy"	"A"	"Annual"	"2020"	"2020"	"RATIO"	"Ratio"	"0"	"Units"			0.999914184549412		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2003"	"2003"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.756890371037534		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2004"	"2004"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.818162427119105		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2005"	"2005"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.851687343857926		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2006"	"2006"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.856100203708529		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2007"	"2007"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.917303200471437		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2008"	"2008"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.909926779643025		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2009"	"2009"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.862897466156582		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2010"	"2010"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.999826125928344		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2011"	"2011"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.08503124425855		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2012"	"2012"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.08336005217012		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2013"	"2013"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	1.03242584599502		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2014"	"2014"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.969797827900422		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2015"	"2015"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.868605460295362		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2016"	"2016"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.866694834031726		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2017"	"2017"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.904271335747879		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2018"	"2018"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.866407820593419		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2019"	"2019"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.845398484957365		
"AUS"	"Australia"	"EXCHER"	"Real effective exchange rate, constant trade weights"	"A"	"Annual"	"2020"	"2020"	"IDX"	"Index"	"0"	"Units"	"2010"	"2010"	0.83643496834837		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2003"	"2003"	"PC"	"Percentage"	"0"	"Units"			4.14083333333333		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2004"	"2004"	"PC"	"Percentage"	"0"	"Units"			4.13083333333333		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2005"	"2005"	"PC"	"Percentage"	"0"	"Units"			3.39416666666667		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2006"	"2006"	"PC"	"Percentage"	"0"	"Units"			3.8		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2007"	"2007"	"PC"	"Percentage"	"0"	"Units"			4.2975		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2008"	"2008"	"PC"	"Percentage"	"0"	"Units"			4.35833333333333		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2009"	"2009"	"PC"	"Percentage"	"0"	"Units"			3.93666666666667		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2010"	"2010"	"PC"	"Percentage"	"0"	"Units"			3.22583333333333		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2011"	"2011"	"PC"	"Percentage"	"0"	"Units"			3.31916666666667		
"AUT"	"Austria"	"IRL"	"Long-term interest rate on government bonds"	"A"	"Annual"	"2012"	"2012"	"PC"	"Percentage"	"0"	"Units"			2.3725		
